职位名称,名称,地点,分类,时间,工作内容
TEG09-云数据库研发高级工程师/Tech Lead（深圳）,TEG ," 深圳,中国 ", 技术 ,2021/10/4,"腾讯云原生数据库团队为腾讯云以及腾讯内部业务提供业界领先的企业级MySQL数据库以及云原生数据库服务，运营着腾讯规模最大的关系型数据库集群；
负责超大规模下的数据库资源调度、监控、备份回档、故障自愈、资源隔离、智能网关等管控平台模块的研发和运营，提升稳定性和数据安全，保障客户体验；
负责自治数据库产品（CDBTune智能参数调优、SQL优化、索引推荐、装箱调度等）的研发和运营，提升数据库自治能力。
负责云原生数据库CynosDB架构的设计和演进，设计和研发基于云原生的数据库查询处理、存储引擎等核心系统，打造业界领先的云原生数据库产品；
负责云数据库前沿技术的预研和应用，参与开源社区的合作，提升社区影响力。"
TEG09-云数据库研发高级工程师/Tech Lead（北京）,TEG ," 北京,中国 ", 技术 ,2021/10/4,"腾讯云原生数据库团队为腾讯云以及腾讯内部业务提供业界领先的企业级MySQL数据库以及云原生数据库服务，运营着腾讯规模最大的关系型数据库集群；
负责超大规模下的数据库资源调度、监控、备份回档、故障自愈、资源隔离、智能网关等管控平台模块的研发和运营，提升稳定性和数据安全，保障客户体验；
负责自治数据库产品（CDBTune智能参数调优、SQL优化、索引推荐、装箱调度等）的研发和运营，提升数据库自治能力。
负责云原生数据库CynosDB架构的设计和演进，设计和研发基于云原生的数据库查询处理、存储引擎等核心系统，打造业界领先的云原生数据库产品；
负责云数据库前沿技术的预研和应用，参与开源社区的合作，提升社区影响力。"
TEG09-云数据库研发高级工程师/Tech Lead（上海）,TEG ," 上海,中国 ", 技术 ,2021/10/4,"腾讯云原生数据库团队为腾讯云以及腾讯内部业务提供业界领先的企业级MySQL数据库以及云原生数据库服务，运营着腾讯规模最大的关系型数据库集群；
负责超大规模下的数据库资源调度、监控、备份回档、故障自愈、资源隔离、智能网关等管控平台模块的研发和运营，提升稳定性和数据安全，保障客户体验；
负责自治数据库产品（CDBTune智能参数调优、SQL优化、索引推荐、装箱调度等）的研发和运营，提升数据库自治能力。
负责云原生数据库CynosDB架构的设计和演进，设计和研发基于云原生的数据库查询处理、存储引擎等核心系统，打造业界领先的云原生数据库产品；
负责云数据库前沿技术的预研和应用，参与开源社区的合作，提升社区影响力。"
TEG09-云数据库研发高级工程师/Tech Lead（武汉）,TEG ," 武汉,中国 ", 技术 ,2021/10/4,"腾讯云原生数据库团队为腾讯云以及腾讯内部业务提供业界领先的企业级MySQL数据库以及云原生数据库服务，运营着腾讯规模最大的关系型数据库集群；
负责超大规模下的数据库资源调度、监控、备份回档、故障自愈、资源隔离、智能网关等管控平台模块的研发和运营，提升稳定性和数据安全，保障客户体验；
负责自治数据库产品（CDBTune智能参数调优、SQL优化、索引推荐、装箱调度等）的研发和运营，提升数据库自治能力。
负责云原生数据库CynosDB架构的设计和演进，设计和研发基于云原生的数据库查询处理、存储引擎等核心系统，打造业界领先的云原生数据库产品；
负责云数据库前沿技术的预研和应用，参与开源社区的合作，提升社区影响力。"
40835-深度学习系统后台开发高级工程师（深圳、北京、上海）,PCG ," 深圳,中国 ", 技术 ,2021/10/4,"大规模分布式机器学习/深度学习系统的设计和开发； 
自研分布式机器学习/深度学习框架；
模型算法与系统实现的联合优化；
跟踪资讯/搜索类内容服务业务相关的开源框架、新算法框架的技术选型及系统研发；
深入业务的流程，制定应用机器学习/深度学习技术的优化方案。
 "
40835-异构计算工程师/专家（深圳、北京、上海）,PCG ," 北京,中国 ", 技术 ,2021/10/4,"熟悉C++，有异构计算开发经验，熟悉深度学习原理和算法优先，对主流深度学习框架有一定的应用或开发经验，了解主流深度学习模型（CNN, RNN, Transformer等）；
负责深度学习框架训练，推理，特征工程在前沿异构硬件上的高性能计算，多级存储，网络优化等工作。涉及GPU，Intel PMEM，RDMA开发。
熟悉Linux内核驱动开发，有驱动开发经验者优先。"
TEG02-网管系统后台开发工程师（深圳）,TEG ," 深圳,中国 ", 技术 ,2021/10/4,"负责网络基础架构网管系统后台架构设计与性能优化；
负责海量网络设备分布式采集与控制；
负责网管后台模块的运营和维护，保证系统稳定运行；
参与网管系统的后台需求分析、解决方案设计等工作。"
TEG02-网管系统web前端开发工程师,TEG ," 深圳,中国 ", 技术 ,2021/10/4,"负责腾讯海量互联网络规划及自动化建设平台的前端开发工作；
负责腾讯海量互联网络运营支撑系统的前端开发工作；
负责上述存量系统的运营支撑工作；"
TEG12-数据中心经理（上海）,TEG ," 上海,中国 ", 技术 ,2021/10/4,"按照公司战略和部门规划，统筹资源安排，制定数据中心服务策略；
结合IDC实际情况均衡考虑服务质量、效率、成本及安全，以支撑部门的业务运营；
负责与运营商的后台团队建立密切、高效合作关系；
推动运营商建立面向用户的运营体系，推动运营商IDC建设和运营水平不断提升；
负责IDC的基础设施整体可靠性、现场运营质量、运营成本及运营安全，并持续优化及改进；
负责IDC现场运维外包团队管理及考核；"
TEG02-开放光网络SDN控制系统研发工程师,TEG ," 北京,中国 ", 技术 ,2021/10/4,负责开放光传输产品SDN控制器软件系统设计和开发，针对开放光业务进行编排及控制网络设备；研究光网络业界最新技术及其应用，解决研发过程中的关键问题和技术难点；根据项目任务计划按时完成软件编码和单元、集成测试工作；与产品经理、测试工程师、其他团队沟通合作，保证产品研发工作的质量和进度；
TEG12-基础设施经理,TEG ," 南京,中国 ", 技术 ,2021/10/4,"全面负责数据中心基础设施的运营管理，包括日常运维、预防性维护、应急预案及演习、故障处理等；
配合公司战略和部门规划，统筹资源安排，制定数据中心基础设施运营策略，包括组织架构、人力、成本、资源等，对数据中心基础设施的安全、质量、成本和效率负责；
负责推行数据中心基础设施的安全管理、容量管理、可用性管理、外包管理、成本优化等，持续优化及改进，持续提升运营效率；
负责与数据中心周边合作单位（电力、消防、物业）建立密切、高效合作关系，推动合作单位的运营水平持续提升；
负责对数据中心基础设施相关外包团队进行管理及考核；
负责基础设施相关优化改造项目的统筹执行，配合新建项目做好现场支持；"
WXG01-微信视频号直播iOS客户端开发工程师（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"1. 微信iOS客户端朋友圈/直播类需求开发 
2. 与产品设计同学沟通合作，开发完成流畅，稳定，体验良好的产品"
WXG01-微信视频号直播iOS客户端开发工程师（广州）,WXG ," 广州,中国 ", 技术 ,2021/10/4,"1. 微信iOS客户端朋友圈/直播类需求开发 
2. 与产品设计同学沟通合作，开发完成流畅，稳定，体验良好的产品"
18436-自然语言处理高级研究员,CDG ," 深圳,中国 ", 技术 ,2021/10/4,"1、 负责金融场景下的自然语言处理的研究和开发工作，包括建立金融场景的资讯内容理解、金融产品标签生成、金融智能助手；
2、构建金融场景下的知识图谱、舆情分析、事件挖掘能力，为资产推荐、数据营销提供精细化的内容理解能力"
视频理解算法后台开发,PCG ," 北京,中国 ", 技术 ,2021/10/3,"1. 负责短视频内容挖掘实时计算模块开发，视频理解算法推理和训练服务设计和开发部署；
2. 负责大规模多媒体内容特征检索服务开发
3. 与算法研发和上下游业务方同事沟通，推动算法业务在可自动运维性、可用性和性能上持续改善和优化；
4. 负责视频相关业务内容挖掘效率提升，平衡人与机器的效率，设计和实现覆盖研发生命周期的服务和工具，如标签挖掘工具、视频数据画像工具、线上算法模型准确率评估服务等"
42770-微瓴后台开发工程师(深圳),CSIG ," 深圳,中国 ", 技术 ,2021/10/3,"1. 负责微瓴平台智慧建筑数字空间、CityBase 平台的后台研发工作；
2. 参与项目交付方案设计和标准化产品开发；
3. 参与后台各个系统的架构设计、评审和代码开发，以及技术难题的攻坚和优化；
4. 参与方案文档、技术实施文档、接口文档等撰写和维护。"
36812-高级推荐引擎开发工程师（腾讯新闻）,PCG ," 北京,中国 ", 技术 ,2021/10/3,"1.负责推荐系统的索引服务，召回平台，粗排，精排，打散等在线系统的开发，与优化；
2.负责Ranking离线训练，在线训练，工作流与平台的建设与优化；
3.负责新闻场景的特征平台建设，建立易更新，可配置的特征管理与更新系统；
4.负责新闻场景的用户画像平台的实时性，易用性的建设与优化；
5.负责推荐系统的A/B实验平台的开发与优化，支持对用户与内容的实验的理解；
6.负责开发工具与平台，提升对推荐系统各个模块，流程的追踪与理解。"
36812-腾讯新闻高级后台开发工程师,PCG ," 北京,中国 ", 技术 ,2021/10/3,"1. 负责内容的生产、管理、审核、加工、理解等流水线建设和优化；
2. 负责各类内容形态的总库建设，以及流式输出、读写服务的建设；
3. 负责PGC/OGC/UGC等创作者平台和服务的建设与优化，提升作者和用户的体验；
4. 负责热点/优质/低质等内容挖掘探索、内容AB实验能力的建设；
5. 负责新闻内容流程的度量分析、监控跟踪调试等能力的建设，提升流程效率和服务可用性。 "
28937-游戏测试开发工程师(深圳),IEG ," 深圳,中国 ", 技术 ,2021/10/3,"负责魔方移动游戏的专项测试和测试工具的开发、维护和完善；
负责收集和分析业务测试需求，探索更多的测试手段和维度;
通过工具平台的研发支撑，提升部门的测试质量、效率和深度。"
28937-高级游戏音频开发工程师,IEG ," 深圳,中国 ", 技术 ,2021/10/3,"设计以及开发新的音频系统，比如音乐管理系统，语音本地化+资源管理；
配合音频组实现项目的音频技术需求，满足项目的需求，同时兼顾音频技术平台长期的发展；
明确了解行业最新的技术和知识，与不同部门协调以及推进音频的集成范围；
为音频技术的稳定性和易用性负责，确保设计师能有效使用新的音频技术。"
30360-手Q社区-后台开发工程师,PCG ," 深圳,中国 ", 技术 ,2021/10/3,"负责小世界后台系统搭建及基础后台研发工作；
负责AI基础架构系统后台研发工作；
负责推荐系统，大数据分析计算后台研发工作；"
22989-腾讯云音视频开发高级工程师（上海）,CSIG ," 上海,中国 ", 技术 ,2021/10/3,"1. 负责腾讯云音视频SDK（推流、直播、点播、RTC 等）的开发和优化工作，并配套开发相应的场景解决方案业务流程，以满足不同场景和不同行业的客户需求。
2. 作为腾讯云终端研发中心团队的服务接口人，全流程参与客户需求咨询、需求评估、方案设计、方案实施及交付工作。
4. 负责优化腾讯云TRTC、云通信、移动直播、短视频和超级播放器等几款产品的产品易用性，并跟踪客户的接入成本、完善服务体系，解决客户使用产品服务和解决方案过程中的技术问题，不断完善问题处理机制和流程。"
22989-腾讯会议客户端开发专家（深圳/北京）,CSIG ," 深圳,中国 ", 技术 ,2021/10/3,"负责腾讯会议终终端架构设计及优化工作；
负责性能优化，稳定性流畅度提升；
负责业务核心基础模块的抽象，设计和搭建工作，以提升研发团队的工作效率；
负责项目重点、难点的技术攻坚以及移动端新技术预研等。"
22989-腾讯会议客户端开发高级工程师（深圳）,CSIG ," 深圳,中国 ", 技术 ,2021/10/3,"腾讯会议音频和视觉相关算法工程优化；
腾讯会议整体工程性能优化；
相关前沿技术探索。"
22989-腾讯会议Windows开发工程师,CSIG ," 深圳,中国 ", 技术 ,2021/10/3,"1. 负责视频会议产品Windows客户端相关业务开发；
3. 负责腾讯会议Windows SAAS核心框架功能的设计和开发；
3. 进行前沿技术的探索和研究等；
4. 指导初级开发工程师，完成研发任务。"
41071-腾讯会议iOS高级开发工程师,CSIG ," 深圳,中国 ", 技术 ,2021/10/3,"1、负责腾讯会议 iOS 终端功能模块开发或架构优化工作；
2、负责高质量的方案设计和编码，不断迭代重构；
3、负责项目重点、难点的技术攻坚以及移动端新技术预研等。"
41071-腾讯会议Windows开发高级工程师,CSIG ," 深圳,中国 ", 技术 ,2021/10/3,"1. 负责视频会议产品Windows客户端相关业务开发；
3. 负责腾讯会议Windows SAAS核心框架功能的设计和开发；
3. 进行前沿技术的探索和研究等；
4. 指导初级开发工程师，完成研发任务。"
41071-腾讯会议业务后端研发leader（深圳/北京/广州）【HR-CSIG】,CSIG ," 深圳,中国 ", 技术 ,2021/10/3,"岗位职责：
1、负责腾讯会议后台的整体功能开发和规划;
2、负责会议后台研发团队搭建和管理工作;
3、具有良好的业务抽象能力，对研发团队的质量和效率负责."
22989-腾讯云音视频开发高级工程师（深圳）,CSIG ," 深圳,中国 ", 技术 ,2021/10/3,"1. 负责腾讯云音视频SDK（推流、直播、点播、RTC 等）的开发和优化工作，并配套开发相应的场景解决方案业务流程，以满足不同场景和不同行业的客户需求。
2. 作为腾讯云终端研发中心团队的服务接口人，全流程参与客户需求咨询、需求评估、方案设计、方案实施及交付工作。
4. 负责优化腾讯云TRT、GME、云通信、移动直播、短视频和超级播放器等几款产品的产品易用性，并跟踪客户的接入成本、完善服务体系，解决客户使用产品服务和解决方案过程中的技术问题，不断完善问题处理机制和流程。"
41071-腾讯会议后端研发工程师,CSIG ," 深圳,中国 ", 技术 ,2021/10/3,"1、负责产品核心系统的研发工作；
2、参与制定前后端业务流程、接口协议、文档输出等；
3、参与项目研发、部署及日常运维工作；"
41071-腾讯会议数据挖掘/NLP研发工程师（广州）,CSIG ," 广州,中国 ", 技术 ,2021/10/3,"负责腾讯会议数据平台建设和运营工作
负责数据平台中用户画像和相关数据系统的建设，为推荐系统、在线业务和运营系统提供数据支撑能力
规划团队的业务和技术方向，推动大数据相关的技术体系建设"
TEG05-高级后台系统研发工程师（深圳）,TEG ," 深圳,中国 ", 技术 ,2021/10/3,"主导腾讯IDS平台的研发工作，负责带领研发团队进行技术攻坚，日常工作包括架构方案设计、核心代码编写、性能优化等。
腾讯IDS平台是腾讯公司用于在网络流量中发现各种攻击、入侵行为的一个策略平台，是一个具备上千台服务器的计算集群，当前处理的峰值流量已经达到20Tbps，能在如此大的流量中发现极其微小的攻击报文。平台处处充满挑战，包括：极高的性能要求和稳定性要求、复杂的网络环境、高可靠的集群协作运算能力。"
TEG05-DevSecOps安全工程师（SAST方向）,TEG ," 深圳,中国 ", 技术 ,2021/10/3,"1、代码审计：开发自动化的代码安全审计系统，探索与实践DevSecOps；
2、Fuzzing研究：开发Fuzzer对公司产品进行自动化漏洞挖掘，以及相关技术研究；
3、业界追踪：保持关注业界最新安全动态、新安全技术及发展趋势，研究新技术在业务场景中的应用；
4、沉淀培训：形成技术知识的沉淀和分享，开展公司内交流和培训工作。"
TEG05-高级数据挖掘工程师,TEG ," 深圳,中国 ", 技术 ,2021/10/3,"用机器学习算法挖掘腾讯最全的海量数据, 构建和优化腾讯用户画像体系； 用数据挖掘结果支撑和服务社交广告、智慧零售、游戏、金融等核心业务； 参与和优化数据清洗、特征设计与选取、算法设计及检验评价、线上实验方法设计等数据挖掘和应用的全过程。"
